reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
c59e1d83-35c8-42b3-81b4-5bc73f00b04d,Tia Novitasari,https://play-lh.googleusercontent.com/a-/ALV-U...,Video tutorial sangat membantu dalam memahami aplikasi.,4,52,1.0.0,2024-10-04 07:38:40,None,NaT,1.0.0
716b0e2e-7aa2-496f-a4f4-47791a540d3e,Rizal Maulana,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini sering mengalami crash saat dibuka.,2,22,1.0.0,2024-10-04 07:37:30,None,NaT,1.0.0
4b8ae59d-b8e1-4f6c-9af9-4abf2f2dca4b,Della Amalia,https://play-lh.googleusercontent.com/a-/ALV-U...,Agrolyn membuat belajar tentang pertanian lebih menyenangkan.,5,53,1.0.0,2024-10-04 07:36:50,None,NaT,1.0.0
0d271b2e-0598-4c53-8c01-b68c1c6bc1e3,Eko Setiawan,https://play-lh.googleusercontent.com/a-/ALV-U..., aplikasi ini terlalu buruk untuk pengguna baru.,1,40,1.0.0,2024-10-04 07:36:30,None,NaT,1.0.0
6e12b65e-192c-4a79-9997-5f5d92e81dc7,Rani Safira,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur deteksi penyakit tanaman sangat akurat dan bermanfaat.,5,45,1.0.0,2024-10-04 07:35:10,None,NaT,1.0.0
21da4a6e-070e-4ed8-8121-246ab3c637bc,Diko Ramadhan,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya berharap ada lebih banyak artikel berkualitas.,2,17,1.0.0,2024-10-04 07:34:40,None,NaT,1.0.0
91d31db5-88bc-4b03-893c-0e96438f988c,Nia Kurniawati,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur marketplace perlu diperbaiki agar lebih user-friendly.,1,49,1.0.0,2024-10-04 07:33:20,None,NaT,1.0.0
a2b18966-cdde-4470-9d52-d5508bc8b261,Teddy Prabowo,https://play-lh.googleusercontent.com/a-/ALV-U...,Forum Agrolyn adalah tempat yang bagus untuk bertukar pengalaman.,4,29,1.0.0,2024-10-04 07:32:10,None,NaT,1.0.0
98c6b342-2179-4c95-845e-9e4c2b08a64b,Farhan Maulana,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini sangat membantu dalam memasarkan produk saya.,5,35,1.0.0,2024-10-05 08:15:00,None,NaT,1.0.0
27cb38d5-c999-4b47-bf2b-8f16e3e20592,Lestari Wulan,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya kesulitan saat menggunakan fitur deteksi penyakit.,1,18,1.0.0,2024-10-05 08:14:00,None,NaT,1.0.0
6e3bc61e-cf3b-48b2-9b9a-abe0b12f176c,Rizky Budi,https://play-lh.googleusercontent.com/a-/ALV-U...,Artikel harus diperbarui secara rutin dengan informasi terbaru.,2,44,1.0.0,2024-10-05 08:12:30,None,NaT,1.0.0
f64b0e52-d8c5-417b-a00d-85a82b074dc2,Tania Kurnia,https://play-lh.googleusercontent.com/a-/ALV-U...,Sangat puas dengan pengalaman menggunakan Agrolyn!,4,23,1.0.0,2024-10-05 08:10:15,None,NaT,1.0.0
0f2a62f1-0573-4e6c-b8a8-e6b16f05b238,Rendi Saputra,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini tidak responsif di perangkat lama.,1,29,1.0.0,2024-10-05 08:09:00,None,NaT,1.0.0
97a26d53-b0f3-4b39-9b56-f3a7aef8db3c,Dika Anwar,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya menyukai fitur notifikasi yang memberikan informasi terbaru.,5,15,1.0.0,2024-10-05 08:07:45,None,NaT,1.0.0
2b953404-e324-47b2-a1ec-97e63fa9de63,Aulia Safitri,https://play-lh.googleusercontent.com/a-/ALV-U...,"Forum sering kali kurang aktif, perlu promosi lebih.",1,50,1.0.0,2024-10-05 08:05:20,None,NaT,1.0.0
b8f29188-b8a1-413c-9112-b7e8ef9c65e4,Ega Putra,https://play-lh.googleusercontent.com/a-/ALV-U...,Proses pembayaran sangat cepat dan aman.,5,20,1.0.0,2024-10-05 08:04:10,None,NaT,1.0.0
8cb9f63c-4e75-4d8f-b64f-0203e3abf9f0,Nisa Kurniawati,https://play-lh.googleusercontent.com/a-/ALV-U...,Agrolyn sangat membantu dalam menemukan pembeli.,5,37,1.0.0,2024-10-05 08:03:00,None,NaT,1.0.0
bbcda892-d11b-4598-87d3-1c17d3c1d0ec,Dimas Ardi,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur deteksi penyakit sangat berguna bagi petani baru.,4,30,1.0.0,2024-10-05 08:01:50,None,NaT,1.0.0
82e2ea-bfa2-4c91-a493-57f2c914ef10,Andi Prasetyo,https://play-lh.googleusercontent.com/a-/ALV-U...,Banyak masalah teknis yang mengganggu pengalaman pengguna.,2,55,1.0.0,2024-10-06 09:00:00,None,NaT,1.0.0
2531eeef-4a98-4c31-a23f-7af59be1c631,Dela Sari,https://play-lh.googleusercontent.com/a-/ALV-U...,Agrolyn membuat saya lebih percaya diri dalam bertani.,5,20,1.0.0,2024-10-06 08:50:00,None,NaT,1.0.0
c1c3e76d-f5b7-4bfb-b7de-eef90555c08e,Fina Kurniawati,https://play-lh.googleusercontent.com/a-/ALV-U...,Forum bisa lebih bermanfaat dengan partisipasi lebih banyak.,3,48,1.0.0,2024-10-06 08:45:30,None,NaT,1.0.0
69aa51a4-c05b-4791-948b-4c3299246d3e,Hendro Saputra,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini sering mengalami bug yang mengganggu.,2,30,1.0.0,2024-10-06 08:40:00,None,NaT,1.0.0
74928f67-7c91-4fa0-9d0d-bf7e8cb88b6a,Vita Ananda,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur pembayaran harus lebih jelas dan sederhana.,2,15,1.0.0,2024-10-06 08:35:00,None,NaT,1.0.0
b6f6e5ef-3f52-44de-93de-fd0e60b6c345,Rudi Hartono,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi Agrolyn membantu dalam menjalankan bisnis pertanian.,5,65,1.0.0,2024-10-06 08:30:00,None,NaT,1.0.0
34ee6e74-9203-4d63-b4a1-07370c9d0a88,Ika Nuryani,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya suka banyak informasi yang tersedia gratis.,4,10,1.0.0,2024-10-06 08:25:00,None,NaT,1.0.0
d80eaa7d-0f29-4f46-bae2-e41a2c43ac04,Budi Kurniawan,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini lambat di perangkat dengan spesifikasi rendah.,2,58,1.0.0,2024-10-06 08:20:00,None,NaT,1.0.0
e1a6b0d7-2b43-41d3-bafa-b03dc646d90f,Rina Suhartini,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur artikel sangat bermanfaat dan menambah wawasan.,5,72,1.0.0,2024-10-06 08:15:00,None,NaT,1.0.0
a1b5cdd4-46e8-41b4-bd9f-64e4016f7fc4,Doni Mahendra,https://play-lh.googleusercontent.com/a-/ALV-U...,Notifikasi kadang tidak muncul saat dibutuhkan.,2,27,1.0.0,2024-10-06 08:10:00,None,NaT,1.0.0
d0e8f5b5-c3d1-4092-9ef1-9088fa6b0e57,Zita Sari,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya merasa lebih terhubung dengan petani lain berkat forum.,4,19,1.0.0,2024-10-06 08:05:00,None,NaT,1.0.0
8fbef39c-d32e-4d7a-8f53-1f9b20f33478,Niko Purnama,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur marketplace mudah digunakan dan intuitif.,5,65,1.0.0,2024-10-06 08:00:00,None,NaT,1.0.0
6c8d1da1-b9f8-48ab-833f-52eab9f457f8,Rian Prabowo,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya berharap bisa mendapatkan lebih banyak tutorial video.,3,13,1.0.0,2024-10-06 07:55:00,None,NaT,1.0.0
96cbe7d0-6607-43e8-9b34-d479fa4974ec,Lina Anggraini,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini sering tidak merespon saat dibuka.,2,41,1.0.0,2024-10-06 07:50:00,None,NaT,1.0.0
f053fb79-4b5d-493e-bc4c-21c6688a802e,Yuda Rahman,https://play-lh.googleusercontent.com/a-/ALV-U...,Agrolyn adalah aplikasi yang wajib dimiliki petani!,5,35,1.0.0,2024-10-06 07:45:00,None,NaT,1.0.0
3ee4f22b-9af6-42e4-b6ef-54054a13b765,Sari Widiya,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur deteksi penyakit tidak selalu akurat.,2,29,1.0.0,2024-10-06 07:40:00,None,NaT,1.0.0
10f65c61-7a4b-4bc2-b85f-cb62ad02b195,Riska Firmansyah,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi ini memberikan banyak wawasan baru tentang pertanian.,4,60,1.0.0,2024-10-06 07:35:00,None,NaT,1.0.0
6f9de084-8fd5-4b5b-bc76-b69ae3da2655,Aldo Junaidi,https://play-lh.googleusercontent.com/a-/ALV-U...,Forum perlu lebih banyak konten untuk menarik pengguna baru.,2,8,1.0.0,2024-10-06 07:30:00,None,NaT,1.0.0
9a16c75b-b477-4f4d-99f4-bb5867e9d2d3,Mia Salimah,https://play-lh.googleusercontent.com/a-/ALV-U...,Sangat puas dengan kemudahan penggunaan aplikasi Agrolyn.,5,50,1.0.0,2024-10-06 07:25:00,None,NaT,1.0.0
1d905d92-b2e1-42aa-81e3-9b5c645f88b5,Galih Aditya,https://play-lh.googleusercontent.com/a-/ALV-U...,Artikel perlu diperbarui lebih sering.,2,12,1.0.0,2024-10-06 07:20:00,None,NaT,1.0.0
803c329e-e5c8-4389-8c8d-e8f4b6da6c3f,Tiara Putri,https://play-lh.googleusercontent.com/a-/ALV-U...,Aplikasi Agrolyn adalah sahabat terbaik para petani!,5,74,1.0.0,2024-10-06 07:15:00,None,NaT,1.0.0
1a82d8c4-74f4-4452-8e52-f8ae6c7a8460,Joko Santoso,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya kesulitan saat mencari informasi di forum.,2,6,1.0.0,2024-10-06 07:10:00,None,NaT,1.0.0
69c3ff9e-c56c-4172-b78e-ef4aa0d4902f,Vika Sari,https://play-lh.googleusercontent.com/a-/ALV-U...,Fitur marketplace sangat membantu proses jual beli.,5,62,1.0.0,2024-10-06 07:05:00,None,NaT,1.0.0
33de2c9b-70aa-4182-8d07-faa50a2634d1,Beni Fajrin,https://play-lh.googleusercontent.com/a-/ALV-U...,Saya merasa proses pendaftaran terlalu rumit.,1,17,1.0.0,2024-10-06 07:00:00,None,NaT,1.0.0
4c4a7b5c-0f16-44d3-94de-587f807cbe83,Naya Amalia,https://play-lh.googleusercontent.com/a-/ALV-U...,"Saya suka informasi yang tersedia di Agrolyn, sangat mendidik!",4,55,1.0.0,2024-10-06 06:55:00,None,NaT,1.0.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,, ,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,5,,,,,,
